index	loc	a	A	b	B	h	H	u	U
2279	CN_S001684M116633	0	92	0	0	0	119	0	23
2280	CN_S001684M116707	0	89	0	0	0	113	0	32
2281	CN_S001688M123444	0	106	0	0	0	117	0	11
2282	CN_S001688M126098	0	97	0	0	0	94	43	0
2283	CN_S001691M54032	0	110	0	0	0	87	0	37
2284	CN_S001691M62282	21	102	0	0	23	71	0	17
2285	CN_S001691M71832	10	112	0	0	4	98	0	10
2286	CN_S001691M78424	10	112	0	0	9	95	0	8
2287	CN_S001691M107121	15	106	0	0	14	93	0	6
2288	CN_S001691M124668	28	94	0	0	18	80	1	13
2289	CN_S001691M125440	11	96	0	0	10	89	1	27
2290	CN_S001691M446810	0	100	0	0	0	83	0	51
2291	CN_S001692M160402	0	96	0	0	0	85	0	53
2292	CN_S001695M167579	0	129	0	0	0	92	0	13
2293	CN_S001695M167596	0	127	0	0	0	93	0	14
2294	CN_S001695M212058	14	115	0	0	8	88	1	8
2295	CN_S001695M287448	9	121	0	0	15	78	1	10
2296	CN_S001695M326352	8	118	0	0	24	62	0	22
2297	CN_S001695M426170	0	108	0	0	0	89	0	37
2298	CN_S001698M27278	0	125	0	0	0	76	0	33
2299	CN_S001698M136335	8	122	0	0	2	95	0	7
2300	CN_S001698M140198	32	96	0	0	19	73	0	14
2301	CN_S001698M163464	18	115	0	0	27	64	0	10
2302	CN_S001698M177853	14	115	0	0	13	84	0	8
2303	CN_S001698M192983	6	123	0	0	11	85	0	9
2304	CN_S001698M396874	0	120	0	0	0	96	0	18
2305	CN_S001703M49966	0	106	0	0	0	91	37	0
2306	CN_S001703M51400	3	120	0	0	5	99	7	0
2307	CN_S001703M90120	25	94	0	0	25	80	0	10
2308	CN_S001703M97916	18	102	0	0	12	90	12	0
2309	CN_S001703M151421	9	109	0	0	5	96	0	15
2310	CN_S001703M245666	17	105	0	0	17	84	0	11
2311	CN_S001703M308604	4	118	0	0	6	104	0	2
2312	CN_S001703M309008	8	115	0	0	11	90	0	10
2313	CN_S001703M365636	0	118	0	0	0	90	0	26
2314	CN_S001705M218618	0	111	0	0	0	93	0	30
2315	CN_S001705M243390	0	98	0	0	0	84	0	52
2316	CN_S001724M76012	0	86	0	0	0	134	0	14
2317	CN_S001724M98679	1	95	0	0	10	124	0	4
2318	CN_S001724M103112	6	88	0	0	18	111	1	10
2319	CN_S001724M154592	4	94	0	0	9	116	1	10
2320	CN_S001724M155398	5	91	0	0	10	115	0	13
2321	CN_S001724M155447	8	88	0	0	21	101	0	16
2322	CN_S001724M186547	3	97	0	0	8	119	0	7
2323	CN_S001724M206212	13	85	0	0	17	102	0	17
2324	CN_S001724M207323	0	90	0	0	0	115	0	29
2325	CN_S001725M276565	0	132	0	0	0	87	0	15
2326	CN_S001725M444528	0	130	0	0	0	85	0	19
2327	CN_S001726M184156	0	111	0	0	0	76	0	47
2328	CN_S001726M960918	0	121	0	0	0	84	0	29
2329	CN_S001726M1000650	0	130	0	0	0	87	0	17
2330	CN_S001726M1043615	0	116	0	0	0	86	0	32
2331	CN_S001732M156989	0	120	0	0	0	95	0	19
2332	CN_S001732M157113	0	95	0	0	0	74	0	65
2333	CN_S001740M379913	0	110	0	0	0	80	0	44
2334	CN_S001740M379969	12	92	0	0	0	85	1	44
2335	CN_S001740M379970	19	90	0	0	1	79	1	44
2336	CN_S001740M379971	14	94	0	0	0	82	0	44
2337	CN_S001740M380675	1	126	0	0	3	93	11	0
2338	CN_S001740M386582	22	103	0	0	19	77	13	0
2339	CN_S001740M591712	4	122	0	0	6	98	0	4
2340	CN_S001740M755723	16	109	0	0	12	90	0	7
2341	CN_S001740M1305498	33	90	0	0	29	75	0	7
2342	CN_S001740M1384936	8	119	0	0	13	90	0	4
2343	CN_S001740M1509199	3	125	0	0	6	93	0	7
2344	CN_S001740M1803685	26	104	0	0	18	79	0	7
2345	CN_S001740M2061665	7	121	0	0	13	83	0	10
2346	CN_S001740M2106962	0	110	0	0	0	93	0	31
2347	CN_S001744M101616	0	100	0	0	0	98	36	0
2348	CN_S001744M232023	21	91	0	0	21	84	0	17
2349	CN_S001744M232047	24	88	0	0	21	84	0	17
2350	CN_S001744M358162	6	108	0	0	14	95	1	10
2351	CN_S001744M392724	9	106	0	0	10	96	2	11
2352	CN_S001744M392791	14	100	0	0	15	94	1	10
2353	CN_S001744M437272	12	99	0	0	15	98	1	9
2354	CN_S001744M461298	29	83	0	0	22	92	1	7
2355	CN_S001744M473276	11	101	0	0	11	106	0	5
2356	CN_S001744M561434	22	88	0	0	21	88	0	15
2357	CN_S001744M574935	3	109	0	0	4	105	0	13
2358	CN_S001744M636325	0	94	0	0	0	101	0	39
2359	CN_S001747M263734	0	113	0	0	0	89	0	32
2360	CN_S001755M77991	0	108	0	0	0	106	0	20
2361	CN_S001755M118512	21	91	0	0	19	87	16	0
2362	CN_S001755M121698	12	100	0	0	33	74	0	15
2363	CN_S001755M171419	3	108	0	0	8	103	0	12
2364	CN_S001755M566688	10	100	0	0	5	111	8	0
2365	CN_S001755M648632	11	96	0	0	14	101	0	12
2366	CN_S001755M675822	12	98	0	0	22	92	10	0
2367	CN_S001755M745996	9	100	0	0	14	103	0	8
2368	CN_S001755M977824	6	106	0	0	13	101	0	8
2369	CN_S001755M996184	13	95	0	0	8	106	0	12
2370	CN_S001755M1015592	17	96	0	0	24	86	0	11
2371	CN_S001755M1015616	12	101	0	0	25	85	0	11
2372	CN_S001755M1108353	10	99	0	0	0	121	0	4
2373	CN_S001755M1110400	0	101	0	0	0	112	0	21
2374	CN_S001773M16534	0	112	0	0	0	107	0	15
2375	CN_S001775M329763	0	102	0	0	0	82	0	50
2376	CN_S001775M415968	5	102	0	0	7	94	26	0
2377	CN_S001775M485496	6	105	0	0	14	91	0	18
2378	CN_S001775M716624	17	96	0	0	18	85	0	18
2379	CN_S001775M807944	0	111	0	0	0	102	0	21
2380	CN_S001777M41725	0	88	0	0	0	81	0	65
2381	CN_S001782M158492	0	109	0	0	0	84	0	41
2382	CN_S001782M158630	9	103	0	0	7	104	0	11
2383	CN_S001782M437342	9	105	0	0	17	94	0	9
2384	CN_S001782M455207	31	83	0	0	30	81	0	9
2385	CN_S001782M509910	8	106	0	0	3	110	0	7
2386	CN_S001782M511886	3	111	0	0	0	100	0	20
2387	CN_S001782M511887	0	115	0	0	0	99	20	0
2388	CN_S001786M14119	0	129	0	0	0	90	15	0
2389	CN_S001786M274135	15	108	0	0	9	97	0	5
2390	CN_S001786M274828	10	114	0	0	5	100	1	4
2391	CN_S001786M1113759	16	107	0	0	16	87	1	7
2392	CN_S001786M1121250	14	113	0	0	19	83	0	5
2393	CN_S001786M1283247	2	120	0	0	3	101	0	8
2394	CN_S001786M1283292	0	111	0	0	0	88	0	35
2395	CN_S001787M15718	0	109	0	0	0	69	56	0
2396	CN_S001787M277177	2	122	0	0	1	93	0	16
2397	CN_S001787M377439	0	116	0	0	0	84	0	34
2398	CN_S001802M18389	0	84	0	0	0	80	0	70
2399	CN_S001802M81144	0	87	0	0	0	77	0	70
2400	CN_S001802M357961	0	116	0	0	0	101	0	17
2401	CN_S001802M361192	0	99	0	0	0	83	0	52
2402	CN_S001803M308696	0	99	0	0	0	81	0	54
2403	CN_S001803M327404	0	102	0	0	0	70	0	62
2404	CN_S001809M145967	0	95	0	0	0	92	47	0
2405	CN_S001813M12511	0	96	0	0	0	117	0	21
2406	CN_S001813M179902	2	101	0	0	18	104	9	0
2407	CN_S001813M306554	1	98	0	0	7	122	6	0
2408	CN_S001813M306577	0	92	0	0	0	111	31	0
2409	CN_S001814M172183	0	92	0	0	0	103	0	39
2410	CN_S001814M233555	0	92	0	0	0	123	0	19
2411	CN_S001814M264581	0	89	0	0	0	105	0	40
2412	CN_S001814M323944	0	89	0	0	0	129	0	16
2413	CN_S001822M179315	0	79	0	0	0	104	0	51
2414	CN_S001827M188311	0	117	0	0	0	93	0	24
2415	CN_S001827M297137	7	128	0	0	7	87	0	5
2416	CN_S001827M299007	12	121	0	0	9	90	0	2
2417	CN_S001827M421580	10	115	0	0	13	77	19	0
2418	CN_S001827M445701	0	111	0	0	0	73	0	50
2419	CN_S001829M98532	0	112	0	0	0	101	0	21
2420	CN_S001829M98610	0	104	0	0	0	91	0	39
2421	CN_S001831M241863	0	101	0	0	0	110	0	23
2422	CN_S001831M244951	0	80	0	0	0	96	0	58
2423	CN_S001831M1246747	0	96	0	0	0	110	0	28
2424	CN_S001832M182966	0	104	0	0	0	111	0	19
2425	CN_S001833M29681	0	106	0	0	0	70	58	0
2426	CN_S001837M1143796	0	119	0	0	0	96	0	19
2427	CN_S001837M1238743	0	107	0	0	0	93	0	34
2428	CN_S001837M1238818	0	108	0	0	0	91	0	35
2429	CN_S001839M36117	0	112	0	0	0	106	0	16
2430	CN_S001844M83514	0	117	0	0	0	81	0	36
2431	CN_S001844M435568	0	118	0	0	0	101	0	15
2432	CN_S001845M247489	0	113	0	0	0	86	0	35
2433	CN_S001845M252911	14	105	0	0	4	83	0	28
2434	CN_S001845M368028	0	119	0	0	0	67	48	0
2435	CN_S001845M401300	0	103	0	0	0	78	0	53
2436	CN_S001853M113571	0	102	0	0	0	98	0	34
2437	CN_S001853M391416	0	112	0	0	0	108	0	14
2438	CN_S001858M263569	0	122	0	0	0	102	0	10
2439	CN_S001858M382219	6	124	0	0	7	90	7	0
2440	CN_S001858M382280	7	119	0	0	7	91	0	10
2441	CN_S001858M382536	4	117	0	0	5	95	0	13
2442	CN_S001858M382567	0	126	0	0	0	95	13	0
2443	CN_S001858M382641	0	125	0	0	0	87	22	0
2444	CN_S001858M405238	0	128	0	0	0	97	9	0
2445	CN_S001860M42021	0	107	0	0	0	104	0	23
2446	CN_S001863M30694	0	121	0	0	0	96	0	17
2447	CN_S001863M329806	0	111	0	0	0	91	0	32
2448	CN_S001863M485770	0	109	0	0	0	85	0	40
2449	CN_S001868M264472	0	127	0	0	0	92	0	15
2450	CN_S001870M245332	5	99	0	0	1	82	47	0
2451	CN_S001870M454940	14	102	0	0	20	89	9	0
2452	CN_S001870M599394	6	112	0	0	11	102	0	3
2453	CN_S001870M1052763	2	118	0	0	4	105	0	5
2454	CN_S001870M1053343	21	103	0	0	22	75	0	13
2455	CN_S001870M1091979	0	121	0	0	0	93	0	20
2456	CN_S001871M103268	0	89	0	0	0	83	0	62
2457	CN_S001871M103321	9	96	0	0	12	87	0	30
2458	CN_S001871M197517	3	109	0	0	10	96	16	0
2459	CN_S001871M228640	7	105	0	0	4	108	1	9
2460	CN_S001871M275865	27	79	0	0	32	83	1	12
2461	CN_S001871M342064	3	107	0	0	4	112	8	0
2462	CN_S001871M369411	6	110	0	0	30	76	0	12
2463	CN_S001871M634892	13	97	0	0	15	92	0	17
2464	CN_S001871M677160	5	102	0	0	7	102	18	0
2465	CN_S001871M750285	9	101	0	0	22	85	0	17
2466	CN_S001871M801750	29	79	0	0	25	83	0	18
2467	CN_S001871M893210	5	107	0	0	4	110	1	7
2468	CN_S001871M977218	7	108	0	0	14	98	2	5
2469	CN_S001871M1159421	9	101	0	0	4	116	1	3
2470	CN_S001871M1446346	1	108	0	0	6	113	0	6
2471	CN_S001871M1450037	0	106	0	0	0	86	0	42
2472	CN_S001872M422637	0	124	0	0	0	95	0	15
2473	CN_S001883M379271	0	125	0	0	0	98	11	0
2474	CN_S001883M435726	6	113	0	0	10	99	6	0
2475	CN_S001883M492664	2	120	0	0	11	100	0	1
2476	CN_S001883M625095	8	115	0	0	12	94	0	5
2477	CN_S001883M637220	0	126	0	0	0	95	0	13
2478	CN_S001887M142182	0	108	0	0	0	99	0	27
2479	CN_S001889M82739	0	91	0	0	0	113	0	30
2480	CN_S001889M253771	7	90	0	0	12	112	1	12
2481	CN_S001889M795478	9	91	0	0	8	118	1	7
2482	CN_S001889M808720	3	100	0	0	11	102	0	18
2483	CN_S001889M809251	0	82	0	0	0	91	0	61
2484	CN_S001896M117098	0	103	0	0	0	112	0	19
2485	CN_S001900M85691	0	104	0	0	0	81	0	49
2486	CN_S001900M87749	0	129	0	0	0	72	0	33
2487	CN_S001900M186254	0	122	0	0	0	89	0	23
2488	CN_S001900M192708	0	106	0	0	0	85	0	43
2489	CN_S001903M21688	0	115	0	0	0	96	0	23
2490	CN_S001903M68880	6	112	0	0	10	94	0	12
2491	CN_S001903M81888	2	112	0	0	4	98	18	0
2492	CN_S001903M81951	0	100	0	0	0	87	0	47
2493	CN_S001904M242616	0	122	0	0	0	68	0	44
2494	CN_S001910M370094	0	102	0	0	0	101	0	31
2495	CN_S001910M373383	5	114	0	0	13	99	0	3
2496	CN_S001910M477754	1	119	0	0	2	110	2	0
2497	CN_S001910M515628	4	117	0	0	8	100	0	5
2498	CN_S001910M519888	23	92	0	0	27	80	0	12
2499	CN_S001910M731713	5	102	0	0	2	86	0	39
2500	CN_S001910M731776	0	110	0	0	0	85	39	0
2501	CN_S001910M731779	1	109	0	0	0	85	0	39
2502	CN_S001910M742977	18	89	0	0	22	84	0	21
2503	CN_S001910M742998	9	106	0	0	3	111	0	5
2504	CN_S001910M749718	9	110	0	0	6	104	0	5
2505	CN_S001910M993082	0	117	0	0	0	93	24	0
2506	CN_S001910M1104095	5	113	0	0	10	96	0	10
2507	CN_S001910M1225937	6	116	0	0	16	89	1	6
2508	CN_S001910M1731758	11	101	0	0	7	93	1	21
2509	CN_S001910M1877331	10	94	0	0	12	83	35	0
2510	CN_S001910M1937015	11	97	0	0	13	90	0	23
2511	CN_S001910M2082141	7	109	0	0	6	105	0	7
2512	CN_S001910M2086143	18	100	0	0	13	86	17	0
2513	CN_S001910M2125053	10	104	0	0	14	91	0	15
2514	CN_S001910M2136980	12	102	0	0	13	95	0	12
2515	CN_S001910M2157918	6	115	0	0	18	92	3	0
2516	CN_S001910M2280503	3	117	0	0	9	102	0	3
2517	CN_S001910M2464782	10	111	0	0	17	89	0	7
2518	CN_S001910M2464931	20	100	0	0	16	89	0	9
2519	CN_S001910M2575657	5	113	0	0	4	97	0	15
2520	CN_S001910M2575758	0	107	0	0	0	64	63	0
2521	CN_S001922M53714	0	104	0	0	0	95	0	35
2522	CN_S001928M176638	0	111	0	0	0	73	0	50
2523	CN_S001928M529574	17	104	0	0	17	85	11	0
2524	CN_S001928M776992	17	104	0	0	19	83	0	11
2525	CN_S001928M1102178	9	116	0	0	7	96	0	6
2526	CN_S001928M1344317	3	124	0	0	0	93	0	14
2527	CN_S001928M1344318	0	127	0	0	0	93	14	0
2528	CN_S001928M1344319	6	121	0	0	0	93	0	14
2529	CN_S001928M1466347	3	122	0	0	5	93	0	11
2530	CN_S001928M1501559	0	119	0	0	0	85	0	30
2531	CN_S001932M323502	0	104	0	0	0	75	0	55
2532	CN_S001943M39141	0	102	0	0	0	69	0	63
2533	CN_S001943M48420	10	111	0	0	7	77	29	0
2534	CN_S001943M53793	9	118	0	0	1	98	0	8
2535	CN_S001943M64814	4	126	0	0	5	89	0	10
2536	CN_S001943M64899	32	101	0	0	17	76	1	7
2537	CN_S001943M111852	31	103	0	0	17	72	1	10
2538	CN_S001943M115082	13	119	0	0	17	77	0	8
2539	CN_S001943M313539	8	121	0	0	6	95	0	4
2540	CN_S001943M336059	7	117	0	0	9	80	0	21
2541	CN_S001943M336181	0	96	0	0	0	79	59	0
2542	CN_S001943M801292	0	122	0	0	0	96	0	16
2543	CN_S001946M17824	0	128	0	0	0	80	26	0
2544	CN_S001954M48985	0	125	0	0	0	87	0	22
2545	CN_S001956M49122	0	114	0	0	0	91	0	29
2546	CN_S001956M49149	2	111	0	0	0	92	0	29
2547	CN_S001956M49210	15	102	0	0	13	85	0	19
2548	CN_S001956M156508	15	105	0	0	16	89	0	9
2549	CN_S001956M262060	16	99	0	0	16	94	0	9
2550	CN_S001956M262193	4	110	0	0	3	115	0	2
2551	CN_S001956M268330	15	100	0	0	30	79	0	10
2552	CN_S001956M271338	10	100	0	0	15	92	0	17
2553	CN_S001956M304037	0	115	0	0	0	90	0	29
2554	CN_S001965M31408	0	132	0	0	0	80	22	0
2555	CN_S001965M167495	2	131	0	0	9	88	0	4
2556	CN_S001965M171883	6	127	0	0	12	84	0	5
2557	CN_S001965M346328	7	122	0	0	11	86	0	8
2558	CN_S001965M419507	0	127	0	0	0	78	29	0
2559	CN_S001965M497168	5	128	0	0	6	89	0	6
2560	CN_S001965M535088	6	124	0	0	6	92	0	6
2561	CN_S001965M917085	16	115	0	0	24	72	1	6
2562	CN_S001965M1176689	6	124	0	0	9	92	1	2
2563	CN_S001965M1293379	23	107	0	0	23	69	0	12
2564	CN_S001965M1294531	17	114	0	0	26	67	0	10
2565	CN_S001965M1294667	5	126	0	0	7	89	0	7
2566	CN_S001965M1340683	24	105	0	0	22	71	0	12
2567	CN_S001965M1643124	14	119	0	0	14	79	0	8
2568	CN_S001965M1689614	12	121	0	0	13	78	0	10
2569	CN_S001965M1797407	3	134	0	0	7	84	0	6
2570	CN_S001965M1871736	16	115	0	0	11	81	1	10
2571	CN_S001965M2073765	11	116	0	0	10	86	1	10
2572	CN_S001965M2111530	11	119	0	0	16	80	0	8
2573	CN_S001965M2124814	7	123	0	0	5	92	0	7
2574	CN_S001965M2390411	27	103	0	0	19	72	0	13
2575	CN_S001965M2426050	12	121	0	0	14	77	0	10
2576	CN_S001965M2426051	18	115	0	0	14	77	0	10
2577	CN_S001965M2599191	10	125	0	0	11	83	0	5
2578	CN_S001965M2658783	9	125	0	0	3	90	0	7
2579	CN_S001965M2831273	25	111	0	0	26	65	0	7
2580	CN_S001965M2859184	15	117	0	0	22	70	0	10
2581	CN_S001965M2871582	18	118	0	0	11	82	0	5
2582	CN_S001965M2968351	8	125	0	0	6	91	0	4
2583	CN_S001965M3067106	17	114	0	0	25	70	0	8
2584	CN_S001965M3082433	23	107	0	0	22	75	0	7
2585	CN_S001965M3173532	2	124	0	0	1	106	0	1
2586	CN_S001965M3231331	7	117	0	0	11	97	2	0
2587	CN_S001965M3321121	12	113	0	0	13	94	0	2
2588	CN_S001965M3323223	2	123	0	0	8	99	0	2
2589	CN_S001965M3323606	6	121	0	0	9	92	0	6
2590	CN_S001965M3458272	7	116	0	0	8	91	12	0
2591	CN_S001965M3465143	4	123	0	0	16	79	12	0
2592	CN_S001965M3465234	6	114	0	0	4	101	0	9
2593	CN_S001965M3472618	0	114	0	0	0	76	0	44
2594	CN_S001976M319339	0	111	0	0	0	91	0	32
2595	CN_S001976M370791	8	114	0	0	2	94	0	16
2596	CN_S001976M409660	10	92	0	0	46	85	1	0
2597	CN_S001976M444414	3	110	0	0	9	108	0	4
2598	CN_S001976M556376	21	93	0	0	29	83	0	8
2599	CN_S001976M980586	17	102	0	0	29	78	0	8
2600	CN_S001976M992434	3	118	0	0	9	100	0	4
2601	CN_S001976M998486	3	120	0	0	8	98	0	5
2602	CN_S001976M1115080	12	108	0	0	5	102	0	7
2603	CN_S001976M1251273	24	94	0	0	22	83	0	11
2604	CN_S001976M1254247	14	111	0	0	13	86	0	10
2605	CN_S001976M1348935	0	121	0	0	0	91	0	22
2606	CN_S001981M88008	0	112	0	0	0	83	0	39
2607	CN_S001981M89049	7	116	0	0	7	91	0	13
2608	CN_S001981M115001	21	107	0	0	19	77	0	10
2609	CN_S001981M121136	22	105	0	0	15	79	1	12
2610	CN_S001981M219682	22	109	0	0	26	64	1	12
2611	CN_S001981M239052	20	108	0	0	3	97	0	6
2612	CN_S001981M609866	12	118	0	0	14	84	0	6
2613	CN_S001981M619197	6	122	0	0	8	94	0	4
2614	CN_S001981M803205	0	120	0	0	0	101	13	0
2615	CN_S001986M43572	0	128	0	0	0	84	0	22
2616	CN_S001986M116216	0	123	0	0	0	97	0	14
2617	CN_S001986M156524	0	112	0	0	0	61	0	61
2618	CN_S001986M330530	0	108	0	0	0	72	0	54
2619	CN_S001994M47999	0	107	0	0	0	100	0	27
2620	CN_S001994M95803	5	111	0	0	12	98	0	8
2621	CN_S001994M103884	7	106	0	0	10	104	0	7
2622	CN_S001994M192281	6	108	0	0	11	99	0	10
2623	CN_S001994M192569	13	105	0	0	8	99	0	9
2624	CN_S001994M546347	0	107	0	0	0	99	0	28
2625	CN_S001999M235286	0	82	0	0	0	107	0	45
2626	CN_S002005M89516	0	109	0	0	0	94	0	31
2627	CN_S002005M89565	0	108	0	0	0	95	31	0
2628	CN_S002005M89580	6	102	0	0	0	95	0	31
2629	CN_S002005M180621	10	111	0	0	16	82	0	15
2630	CN_S002005M189836	20	102	0	0	18	82	0	12
2631	CN_S002005M189998	7	111	0	0	9	99	0	8
2632	CN_S002005M286239	6	116	0	0	10	96	1	5
2633	CN_S002005M286263	19	103	0	0	22	81	1	8
2634	CN_S002005M429059	19	100	0	0	26	80	0	9
2635	CN_S002005M429128	6	110	0	0	13	101	0	4
2636	CN_S002005M588644	1	113	0	0	2	111	7	0
2637	CN_S002005M669276	15	98	0	0	17	84	0	20
2638	CN_S002005M670450	13	98	0	0	10	90	0	23
2639	CN_S002005M752764	16	99	0	0	20	80	19	0
2640	CN_S002005M1517144	8	112	0	0	13	91	0	10
2641	CN_S002005M1734903	6	110	0	0	5	105	8	0
2642	CN_S002005M1735584	10	107	0	0	6	105	6	0
2643	CN_S002005M1872983	17	101	0	0	25	78	0	13
2644	CN_S002005M1873802	23	94	0	0	21	82	0	14
2645	CN_S002005M1879359	22	98	0	0	26	73	1	14
2646	CN_S002005M1998195	17	104	0	0	26	76	1	10
2647	CN_S002005M2912916	5	118	0	0	3	103	0	5
2648	CN_S002005M2925759	17	103	0	0	18	87	0	9
2649	CN_S002005M3143483	23	96	0	0	9	98	0	8
2650	CN_S002005M3348689	2	116	0	0	2	105	0	9
2651	CN_S002005M3414354	8	116	0	0	8	96	6	0
2652	CN_S002005M3574187	0	117	0	0	0	109	0	8
2653	CN_S002007M685160	0	100	0	0	0	126	0	8
2654	CN_S002023M61648	0	96	0	0	0	106	0	32
2655	CN_S002023M278577	19	90	0	0	12	99	0	14
2656	CN_S002023M333728	5	105	0	0	3	115	0	6
2657	CN_S002023M355279	6	106	0	0	15	100	0	7
2658	CN_S002023M366726	11	98	0	0	4	114	0	7
2659	CN_S002023M366737	6	103	0	0	7	111	7	0
2660	CN_S002023M366798	8	98	0	0	11	110	0	7
2661	CN_S002023M378425	15	91	0	0	31	85	12	0
2662	CN_S002023M388677	2	105	0	0	8	110	9	0
2663	CN_S002023M391381	2	106	0	0	7	115	4	0
2664	CN_S002023M391701	4	103	0	0	11	107	0	9
2665	CN_S002023M392453	18	88	0	0	36	79	0	13
2666	CN_S002023M414417	4	102	0	0	8	114	0	6
2667	CN_S002023M421643	6	103	0	0	13	105	0	7
2668	CN_S002023M421707	27	78	0	0	25	93	0	11
2669	CN_S002023M518069	16	97	0	0	25	86	10	0
2670	CN_S002023M874635	6	104	0	0	6	111	1	6
2671	CN_S002023M1021238	17	87	0	0	14	99	1	16
2672	CN_S002023M1035021	0	107	0	0	0	98	0	29
2673	CN_S002026M14983	0	103	0	0	0	95	0	36
2674	CN_S002026M206472	0	90	0	0	0	93	0	51
2675	CN_S002034M101668	0	113	0	0	0	96	25	0
2676	CN_S002036M29300	0	115	0	0	0	97	0	22
2677	CN_S002036M145786	4	118	0	0	10	91	0	11
2678	CN_S002036M190805	12	104	0	0	9	103	0	6
2679	CN_S002036M211762	8	106	0	0	12	96	0	12
2680	CN_S002036M658775	0	116	0	0	0	98	0	20
2681	CN_S002052M98012	0	107	0	0	0	120	0	7
2682	CN_S002052M123645	6	106	0	0	13	103	0	6
2683	CN_S002052M179036	7	102	0	0	3	114	0	8
2684	CN_S002052M221562	18	95	0	0	17	92	0	12
2685	CN_S002052M361742	28	83	0	0	28	83	0	12
2686	CN_S002052M362653	2	110	0	0	17	99	6	0
2687	CN_S002052M362757	2	107	0	0	10	109	6	0
2688	CN_S002052M409832	3	105	0	0	2	122	0	2
2689	CN_S002052M456066	6	104	0	0	15	106	0	3
2690	CN_S002052M457910	6	106	0	0	17	103	0	2
2691	CN_S002052M463202	5	104	0	0	5	118	0	2
2692	CN_S002052M491146	13	94	0	0	18	101	0	8
2693	CN_S002052M575742	1	113	0	0	8	101	11	0
2694	CN_S002052M680313	15	100	0	0	26	82	1	10
2695	CN_S002052M714167	16	98	0	0	14	94	1	11
2696	CN_S002052M727432	3	108	0	0	6	110	0	7
2697	CN_S002052M729128	13	100	0	0	6	108	0	7
2698	CN_S002052M769437	13	100	0	0	19	89	1	12
2699	CN_S002052M770788	27	88	0	0	24	85	1	9
2700	CN_S002052M838700	9	102	0	0	9	108	1	5
2701	CN_S002052M851500	3	105	0	0	8	116	2	0
2702	CN_S002052M877292	17	93	0	0	23	97	1	3
2703	CN_S002052M965623	8	100	0	0	21	98	0	7
2704	CN_S002052M1254047	19	92	0	0	20	99	0	4
2705	CN_S002052M1536332	3	109	0	0	5	109	0	8
2706	CN_S002052M1598106	17	91	0	0	19	90	17	0
2707	CN_S002052M1617669	28	81	0	0	20	82	0	23
2708	CN_S002052M1629046	18	90	0	0	20	83	23	0
2709	CN_S002052M1662155	4	108	0	0	9	97	0	16
2710	CN_S002052M1698067	5	108	0	0	10	104	0	7
2711	CN_S002052M1713452	22	91	0	0	20	90	0	11
2712	CN_S002052M1792829	14	97	0	0	19	92	0	12
2713	CN_S002052M1808640	17	94	0	0	13	99	0	11
2714	CN_S002052M1818818	8	105	0	0	17	93	11	0
2715	CN_S002052M1881195	10	104	0	0	4	112	0	4
2716	CN_S002052M1957423	7	106	0	0	12	104	0	5
2717	CN_S002052M2005942	4	108	0	0	9	110	0	3
2718	CN_S002052M2092494	10	99	0	0	9	107	0	9
2719	CN_S002052M2154763	10	99	0	0	16	89	0	20
2720	CN_S002052M2163836	16	84	0	0	9	88	37	0
2721	CN_S002052M2170999	13	92	0	0	14	88	0	27
2722	CN_S002052M2171002	9	96	0	0	14	88	0	27
2723	CN_S002052M2279241	26	81	0	0	33	80	1	13
2724	CN_S002052M2279317	11	99	0	0	16	98	1	9
2725	CN_S002052M2333514	8	103	0	0	6	115	0	2
2726	CN_S002052M2365247	8	103	0	0	10	107	0	6
2727	CN_S002052M2607712	23	89	0	0	39	72	0	11
2728	CN_S002052M2611125	26	81	0	0	35	80	1	11
2729	CN_S002052M2615477	20	87	0	0	20	94	1	12
2730	CN_S002052M2617099	10	102	0	0	11	105	0	6
2731	CN_S002052M2709133	3	110	0	0	5	112	0	4
2732	CN_S002052M2787271	7	98	0	0	13	100	0	16
2733	CN_S002052M2808013	18	82	0	0	9	96	0	29
2734	CN_S002052M2871094	0	103	0	0	0	79	0	52
2735	CN_S002053M21380	0	103	0	0	0	79	52	0
2736	CN_S002053M23853	4	104	0	0	4	114	0	8
2737	CN_S002053M86252	0	114	0	0	0	103	17	0
2738	CN_S002053M184933	2	107	0	0	1	115	9	0
2739	CN_S002053M191142	0	94	0	0	0	95	0	45
2740	CN_S002055M159385	0	94	0	0	0	84	0	56
2741	CN_S002055M162313	0	89	0	0	0	102	0	43
2742	CN_S002057M18577	0	160	0	0	0	66	0	8
2743	CN_S002057M434961	29	131	0	0	9	57	0	8
2744	CN_S002057M446689	13	153	0	0	10	54	0	4
2745	CN_S002057M459670	15	147	0	0	12	54	0	6
2746	CN_S002057M469123	9	154	0	0	5	62	0	4
2747	CN_S002057M492142	13	150	0	0	2	66	3	0
2748	CN_S002057M541407	8	153	0	0	4	67	0	2
2749	CN_S002057M587599	16	146	0	0	12	57	0	3
2750	CN_S002057M632366	21	141	0	0	8	60	0	4
2751	CN_S002057M638010	22	139	0	0	11	57	0	5
2752	CN_S002057M716542	5	156	0	0	4	62	0	7
2753	CN_S002057M776827	12	156	0	0	10	48	8	0
2754	CN_S002057M783642	2	161	0	0	0	67	0	4
2755	CN_S002057M817147	39	124	0	0	25	41	0	5
